order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
8913056,1/31/2023,Sandwich,Beverages,40,6,183,Online,Mrs.,Afternoon
16446298,06-09-2022,Sugarcane juice,Fastfood,20,3,75,Online,Mrs.,Afternoon
1688694,02-06-2023,Aalopuri,Fastfood,20,6,147,Online,Mr.,Evening
8972165,10/22/2022,Aalopuri,Beverages,20,5,73,Cash,Mrs.,Afternoon
1301868,4/21/2022,Frankie,Beverages,50,7,221,Cash,Mrs.,Midnight
4516987,12/17/2022,Cold coffee,Beverages,40,4,62,Cash,Mrs.,Afternoon
8837859,12/29/2022,Sandwich,Fastfood,60,5,220,Cash,Mrs.,Midnight
10925796,07-01-2022,Frankie,Fastfood,25,4,148,Cash,Mrs.,Afternoon
6539859,7/30/2022,Aalopuri,Fastfood,20,1,31,,Mr.,Evening
9438725,1/28/2023,Cold coffee,Fastfood,20,10,134,Cash,Mr.,Midnight
9580088,11/23/2022,Panipuri,Beverages,25,15,545,Cash,Mr.,Evening
5695513,08-04-2022,Cold coffee,Fastfood,40,2,310,Online,Mr.,Midnight
12845839,12-03-2022,Sugarcane juice,Fastfood,20,7,76,Online,Mrs.,Afternoon
13187804,7/27/2022,Panipuri,Fastfood,20,3,45,Online,Mr.,Afternoon
16081523,05-12-2022,Sandwich,Fastfood,40,8,298,Online,Mr.,Morning
2827145,03-09-2023,Frankie,Fastfood,60,12,665,Cash,Mr.,Night
11407393,9/29/2022,Vadapav,Fastfood,50,13,661,Cash,Mrs.,Afternoon
7798290,1/25/2023,Vadapav,Fastfood,20,10,159,Online,Mrs.,Midnight
16065975,7/16/2022,Sandwich,Beverages,20,6,170,Cash,Mr.,Night
11269035,10/20/2022,Sugarcane juice,Beverages,25,7,55,,Mr.,Midnight
5596688,06-12-2022,Cold coffee,Beverages,25,12,321,Online,Mrs.,Evening
5075397,9/28/2022,Aalopuri,Fastfood,20,5,34,Cash,Mr.,Night
704641,02-03-2023,Cold coffee,Beverages,40,13,482,Cash,Mr.,Evening
6875239,1/14/2023,Panipuri,Beverages,50,3,41,Online,Mr.,Evening
13772188,04-08-2022,Sugarcane juice,Beverages,50,10,212,Cash,Mr.,Night
12745264,5/13/2022,Panipuri,Beverages,20,12,461,Cash,Mr.,Morning
8566889,08-02-2022,Sugarcane juice,Fastfood,20,4,376,Online,Mr.,Midnight
13698591,11/28/2022,Sugarcane juice,Fastfood,50,3,164,Cash,Mrs.,Evening
9723533,10-09-2022,Frankie,Fastfood,20,11,591,Online,Mrs.,Morning
6067865,10-02-2022,Cold coffee,Beverages,25,11,142,Online,Mrs.,Morning
15085069,05-07-2022,Aalopuri,Fastfood,20,5,115,Online,Mrs.,Midnight
10362220,03-01-2023,Cold coffee,Fastfood,40,3,295,Online,Mrs.,Midnight
10537223,07-02-2022,Panipuri,Fastfood,40,10,569,,Mr.,Night
2603479,03-07-2023,Panipuri,Beverages,40,13,607,Cash,Mrs.,Evening
428411,10/30/2022,Frankie,Beverages,50,7,252,Online,Mrs.,Afternoon
14978633,12/26/2022,Frankie,Fastfood,20,9,183,Online,Mr.,Morning
8828513,11/20/2022,Sandwich,Fastfood,20,4,245,Online,Mrs.,Morning
9249299,11/13/2022,Sandwich,Beverages,60,3,114,Online,Mr.,Morning
513595,10/17/2022,Sugarcane juice,Fastfood,25,6,223,Online,Mrs.,Evening
4627563,07-02-2022,Frankie,Fastfood,50,10,426,Cash,Mr.,Afternoon
14524079,1/15/2023,Sandwich,Fastfood,60,3,265,Cash,Mr.,Night
4985799,4/30/2022,Sandwich,Fastfood,60,5,243,Cash,Mrs.,Afternoon
8409724,05-05-2022,Vadapav,Beverages,20,12,289,Cash,Mr.,Afternoon
8526560,4/23/2022,Cold coffee,Beverages,40,5,425,Cash,Mrs.,Midnight
608431,08-08-2022,Cold coffee,Beverages,40,8,709,,Mrs.,Morning
10533114,11/28/2022,Panipuri,Beverages,50,4,89,Online,Mrs.,Night
13629441,08-10-2022,Cold coffee,Beverages,40,13,361,Online,Mrs.,Night
7221922,04-07-2022,Vadapav,Fastfood,25,12,302,Online,Mr.,Midnight
15708222,5/16/2022,Vadapav,Beverages,20,10,159,Cash,Mrs.,Midnight
6624392,04-04-2022,Sugarcane juice,Fastfood,20,13,474,Cash,Mrs.,Evening
2667435,10/23/2022,Vadapav,Fastfood,20,12,222,,Mrs.,Evening
4382301,09-04-2022,Vadapav,Fastfood,20,4,111,Online,Mrs.,Afternoon
647680,12/14/2022,Panipuri,Fastfood,20,6,200,Online,Mr.,Morning
12334784,04-11-2022,Sugarcane juice,Fastfood,50,4,160,Cash,Mr.,Evening
11996905,08-10-2022,Aalopuri,Fastfood,20,7,168,Cash,Mr.,Evening
16124649,7/30/2022,Aalopuri,Beverages,50,10,210,Online,Mr.,Evening
5692555,2/19/2023,Frankie,Fastfood,20,14,307,Online,Mrs.,Evening
7491983,7/31/2022,Vadapav,Fastfood,20,8,223,Online,Mrs.,Night
4877711,12/24/2022,Frankie,Fastfood,40,1,38,Online,Mr.,Afternoon
16175682,3/19/2023,Cold coffee,Beverages,40,5,189,Cash,Mrs.,Midnight
7282865,01-02-2023,Frankie,Fastfood,20,3,430,Online,Mrs.,Afternoon
11105732,5/14/2022,Aalopuri,Fastfood,20,6,198,Cash,Mrs.,Afternoon
4264054,5/20/2022,Sugarcane juice,Beverages,25,12,207,Online,Mr.,Morning
2675626,10/21/2022,Cold coffee,Beverages,25,14,561,Cash,Mrs.,Morning
1478807,10/28/2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Morning
8625423,3/13/2023,Cold coffee,Fastfood,60,5,310,Online,Mrs.,Night
6291985,01-03-2023,Frankie,Fastfood,20,12,499,Cash,Mr.,Afternoon
27536,8/30/2022,Cold coffee,Beverages,40,14,869,Cash,Mr.,Evening
16114795,06-06-2022,Aalopuri,Fastfood,20,8,223,Cash,Mrs.,Midnight
5644191,10/30/2022,Vadapav,Fastfood,20,4,157,Online,Mrs.,Morning
8262168,10/19/2022,Panipuri,Fastfood,40,7,399,Online,Mr.,Morning
1883420,09-11-2022,Sugarcane juice,Fastfood,20,4,103,Cash,Mrs.,Night
12677399,10/31/2022,Sugarcane juice,Fastfood,25,2,50,,Mr.,Morning
9284624,01-05-2023,Frankie,Fastfood,25,5,113,Cash,Mrs.,Morning
7387134,12-09-2022,Sandwich,Fastfood,20,5,98,Online,Mr.,Afternoon
16192384,8/30/2022,Vadapav,Fastfood,20,11,535,Online,Mr.,Evening
7077764,4/16/2022,Panipuri,Fastfood,50,6,204,,Mrs.,Evening
3976029,12/28/2022,Frankie,Fastfood,60,5,158,Online,Mr.,Midnight
7450299,2/21/2023,Aalopuri,Fastfood,20,15,191,Cash,Mr.,Night
160506,5/31/2022,Vadapav,Fastfood,20,10,390,Cash,Mr.,Afternoon
10815062,1/28/2023,Sandwich,Fastfood,50,15,501,Online,Mr.,Morning
15842843,1/13/2023,Sandwich,Fastfood,60,2,42,Cash,Mr.,Evening
3770064,5/22/2022,Panipuri,Fastfood,25,6,253,Online,Mr.,Night
2423792,5/26/2022,Aalopuri,Beverages,20,15,390,Cash,Mrs.,Evening
6817795,8/20/2022,Aalopuri,Fastfood,20,3,81,Online,Mrs.,Midnight
8781762,8/17/2022,Sandwich,Beverages,60,13,579,,Mr.,Morning
16717447,4/17/2022,Aalopuri,Beverages,20,9,133,Cash,Mr.,Morning
14909148,8/15/2022,Sandwich,Fastfood,25,6,294,Online,Mrs.,Night
6712548,11/27/2022,Cold coffee,Beverages,40,14,760,,Mrs.,Evening
3464330,04-12-2022,Cold coffee,Beverages,40,5,317,Online,Mr.,Midnight
10643081,4/29/2022,Sugarcane juice,Beverages,20,8,187,Cash,Mr.,Night
2627769,8/18/2022,Sandwich,Fastfood,60,3,167,Online,Mrs.,Afternoon
777298,5/13/2022,Sugarcane juice,Beverages,50,15,551,Cash,Mrs.,Morning
3795598,12/29/2022,Sugarcane juice,Beverages,20,5,110,Cash,Mr.,Night
4456517,08-06-2022,Sugarcane juice,Fastfood,20,3,99,Cash,Mr.,Night
11710052,12-05-2022,Cold coffee,Beverages,40,12,372,Cash,Mr.,Midnight
8229998,01-10-2023,Sandwich,Fastfood,50,8,229,Online,Mrs.,Night
4374507,08-10-2022,Frankie,Fastfood,40,5,152,Cash,Mrs.,Evening
15832706,12-07-2022,Frankie,Fastfood,20,7,321,Online,Mr.,Morning
8108961,5/14/2022,Aalopuri,Fastfood,20,4,177,Online,Mr.,Night
15773191,11-02-2022,Cold coffee,Fastfood,50,7,502,Online,Mr.,Evening
2359357,2/20/2023,Aalopuri,Fastfood,20,7,76,Online,Mrs.,Night
8715947,8/19/2022,Cold coffee,Beverages,50,15,548,Cash,Mrs.,Evening
916442,9/18/2022,Panipuri,Fastfood,50,8,201,Cash,Mrs.,Morning
3127446,5/15/2022,Frankie,Fastfood,20,2,74,Online,Mrs.,Night
6814460,07-10-2022,Frankie,Beverages,50,6,68,Cash,Mrs.,Afternoon
4735046,12/29/2022,Panipuri,Fastfood,20,12,546,Online,Mr.,Afternoon
8292008,03-08-2023,Sugarcane juice,Fastfood,50,10,296,Cash,Mrs.,Night
12382039,06-08-2022,Vadapav,Fastfood,20,2,55,Online,Mr.,Evening
12179949,8/18/2022,Sugarcane juice,Fastfood,20,15,548,Online,Mrs.,Afternoon
8420760,05-06-2022,Sandwich,Beverages,40,12,607,Online,Mrs.,Night
6441421,9/18/2022,Sandwich,Beverages,60,5,323,Cash,Mrs.,Night
349124,01-02-2023,Sugarcane juice,Fastfood,20,2,36,Online,Mr.,Midnight
9914112,6/14/2022,Vadapav,Fastfood,25,11,306,,Mr.,Night
1054163,6/20/2022,Vadapav,Fastfood,20,6,275,Online,Mrs.,Morning
5182667,1/27/2023,Vadapav,Fastfood,20,14,397,,Mr.,Midnight
14828572,7/23/2022,Aalopuri,Fastfood,25,1,32,Online,Mr.,Afternoon
15363898,1/25/2023,Panipuri,Beverages,20,13,109,,Mr.,Afternoon
1096422,02-03-2023,Sugarcane juice,Fastfood,20,14,609,Online,Mr.,Evening
11902888,9/21/2022,Vadapav,Fastfood,20,12,208,Cash,Mr.,Midnight
3723357,2/22/2023,Sandwich,Fastfood,20,12,347,Online,Mrs.,Morning
9617497,3/23/2023,Sandwich,Fastfood,40,9,367,Cash,Mrs.,Night
7198485,6/30/2022,Cold coffee,Fastfood,60,14,628,Online,Mrs.,Afternoon
627665,12-05-2022,Panipuri,Beverages,20,6,175,Cash,Mr.,Midnight
7126576,10/23/2022,Panipuri,Beverages,50,13,440,Online,Mrs.,Evening
6161617,11/26/2022,Frankie,Fastfood,20,8,528,Online,Mrs.,Midnight
8986464,10-09-2022,Aalopuri,Fastfood,20,14,357,Online,Mr.,Midnight
2369750,05-12-2022,Vadapav,Fastfood,25,8,362,Cash,Mr.,Night
10061250,12/22/2022,Panipuri,Fastfood,20,13,509,,Mrs.,Morning
15631279,1/16/2023,Frankie,Fastfood,20,11,153,Online,Mr.,Night
12501507,09-10-2022,Vadapav,Fastfood,20,8,75,Online,Mr.,Morning
9422441,5/22/2022,Cold coffee,Beverages,40,12,512,Cash,Mr.,Afternoon
6039285,4/23/2022,Frankie,Fastfood,20,3,130,,Mrs.,Afternoon
6094213,04-04-2022,Aalopuri,Fastfood,20,15,487,Cash,Mr.,Evening
11620483,1/20/2023,Vadapav,Beverages,20,1,84,Cash,Mrs.,Morning
4716528,08-06-2022,Cold coffee,Beverages,40,13,457,Online,Mr.,Night
5024165,4/23/2022,Cold coffee,Fastfood,40,15,763,Cash,Mrs.,Night
16200881,6/30/2022,Vadapav,Fastfood,25,6,168,,Mrs.,Midnight
5012975,01-04-2023,Panipuri,Fastfood,20,14,529,Online,Mrs.,Afternoon
10216842,8/15/2022,Panipuri,Fastfood,25,10,200,Cash,Mr.,Morning
99952,07-10-2022,Sandwich,Fastfood,25,3,104,Cash,Mr.,Afternoon
3166450,9/15/2022,Cold coffee,Beverages,40,14,779,Cash,Mrs.,Midnight
9439665,4/19/2022,Frankie,Fastfood,20,11,364,Cash,Mr.,Evening
13219459,6/30/2022,Vadapav,Fastfood,50,2,130,Cash,Mrs.,Midnight
3718331,11-08-2022,Cold coffee,Fastfood,40,5,187,Online,Mrs.,Afternoon
2828808,2/24/2023,Aalopuri,Fastfood,20,10,48,Cash,Mrs.,Midnight
4094298,4/19/2022,Sandwich,Fastfood,60,13,489,Online,Mr.,Night
4653960,06-10-2022,Sandwich,Fastfood,25,5,182,,Mrs.,Afternoon
10411085,08-04-2022,Sandwich,Beverages,40,8,302,Online,Mr.,Midnight
8864992,8/22/2022,Vadapav,Fastfood,40,13,365,,Mrs.,Morning
15314256,8/22/2022,Vadapav,Beverages,20,8,33,Online,Mr.,Morning
13568551,3/15/2023,Frankie,Beverages,50,1,39,Online,Mrs.,Midnight
16341103,9/14/2022,Cold coffee,Beverages,60,9,348,Cash,Mr.,Evening
9808208,10-09-2022,Frankie,Fastfood,20,9,217,Cash,Mr.,Morning
3482768,03-08-2023,Sugarcane juice,Fastfood,20,13,433,,Mr.,Evening
7335474,11/28/2022,Sugarcane juice,Beverages,20,2,35,Cash,Mrs.,Evening
9143119,5/15/2022,Vadapav,Beverages,60,2,47,Online,Mr.,Afternoon
6374113,8/15/2022,Cold coffee,Fastfood,50,14,571,Online,Mrs.,Morning
15269345,8/31/2022,Cold coffee,Beverages,25,2,47,,Mrs.,Evening
15562543,02-01-2023,Aalopuri,Beverages,20,10,198,Online,Mrs.,Midnight
9634779,6/30/2022,Sandwich,Fastfood,50,3,195,Cash,Mr.,Evening
16362489,10/20/2022,Frankie,Fastfood,50,11,447,Cash,Mrs.,Midnight
13275519,02-03-2023,Vadapav,Fastfood,25,10,264,Online,Mr.,Morning
2395659,01-04-2023,Panipuri,Fastfood,25,13,734,Online,Mrs.,Midnight
4422092,07-12-2022,Frankie,Fastfood,50,2,206,Online,Mrs.,Morning
9332178,1/18/2023,Aalopuri,Fastfood,20,3,34,Online,Mr.,Evening
9857026,12-10-2022,Sandwich,Fastfood,60,11,302,Cash,Mrs.,Evening
1877856,3/16/2023,Sugarcane juice,Beverages,60,4,110,Online,Mrs.,Midnight
9626364,1/15/2023,Vadapav,Fastfood,20,12,374,Cash,Mr.,Evening
2886354,03-03-2023,Aalopuri,Fastfood,20,5,48,,Mrs.,Midnight
13311043,12/14/2022,Vadapav,Fastfood,20,12,335,Online,Mrs.,Morning
6473457,4/19/2022,Frankie,Beverages,50,13,473,,Mr.,Midnight
15044541,8/24/2022,Cold coffee,Beverages,40,4,276,Online,Mrs.,Night
787413,11/28/2022,Sugarcane juice,Beverages,20,12,363,Online,Mr.,Evening
1244621,12/30/2022,Cold coffee,Fastfood,40,2,170,Online,Mrs.,Evening
13175793,03-04-2023,Cold coffee,Fastfood,40,14,642,Cash,Mr.,Night
9028406,03-03-2023,Cold coffee,Fastfood,50,8,310,,Mr.,Evening
1840109,1/31/2023,Sandwich,Beverages,60,4,201,Cash,Mr.,Midnight
15682292,11-06-2022,Aalopuri,Fastfood,20,5,32,Online,Mr.,Morning
5079927,4/23/2022,Sugarcane juice,Beverages,25,8,368,Cash,Mrs.,Midnight
7359813,4/23/2022,Frankie,Fastfood,60,3,49,Cash,Mr.,Midnight
3121975,10-09-2022,Sandwich,Beverages,25,7,388,Cash,Mr.,Night
3577869,03-05-2023,Frankie,Fastfood,25,13,631,Online,Mr.,Midnight
9108799,02-05-2023,Panipuri,Beverages,50,2,45,Online,Mrs.,Midnight
12810949,7/13/2022,Cold coffee,Fastfood,50,3,132,Online,Mrs.,Night
11086401,5/25/2022,Aalopuri,Fastfood,20,4,55,,Mr.,Midnight
283443,2/22/2023,Cold coffee,Fastfood,40,2,329,,Mr.,Morning
6927201,8/21/2022,Frankie,Fastfood,20,6,102,Online,Mr.,Evening
12207749,5/24/2022,Sandwich,Fastfood,40,15,631,Online,Mrs.,Midnight
6576496,3/19/2023,Frankie,Fastfood,25,14,714,Online,Mrs.,Afternoon
1363857,7/21/2022,Vadapav,Beverages,50,8,428,,Mr.,Evening
5786512,9/15/2022,Frankie,Fastfood,40,8,275,Online,Mrs.,Night
3260699,12/25/2022,Sugarcane juice,Fastfood,20,14,485,Online,Mr.,Morning
2991527,7/17/2022,Sandwich,Fastfood,60,1,85,Online,Mrs.,Midnight
15899507,01-05-2023,Panipuri,Fastfood,20,15,570,Cash,Mr.,Night
5556921,4/21/2022,Sandwich,Beverages,60,5,213,Cash,Mrs.,Night
2040590,02-04-2023,Panipuri,Beverages,60,2,55,Online,Mrs.,Morning
3408963,08-03-2022,Panipuri,Fastfood,40,13,550,Cash,Mr.,Night
11499172,6/24/2022,Frankie,Beverages,40,14,845,,Mrs.,Evening
7593403,10/27/2022,Sandwich,Beverages,40,5,205,Cash,Mrs.,Afternoon
5360324,12/18/2022,Cold coffee,Beverages,40,12,628,Cash,Mrs.,Evening
5476101,7/14/2022,Frankie,Fastfood,50,7,118,Online,Mr.,Evening
9660683,10/22/2022,Frankie,Fastfood,60,4,455,Online,Mrs.,Evening
15016479,7/17/2022,Cold coffee,Beverages,40,5,149,Online,Mrs.,Evening
14776465,11-06-2022,Vadapav,Beverages,20,12,65,Cash,Mrs.,Morning
1921691,2/24/2023,Sandwich,Beverages,40,6,353,Cash,Mr.,Night
466520,07-01-2022,Frankie,Fastfood,60,14,548,Online,Mr.,Midnight
8828295,10-03-2022,Sandwich,Fastfood,50,3,162,Cash,Mr.,Midnight
883595,09-10-2022,Sandwich,Beverages,40,4,99,Cash,Mr.,Afternoon
1526930,11-05-2022,Sugarcane juice,Fastfood,20,11,252,Cash,Mrs.,Midnight
12130123,2/22/2023,Cold coffee,Beverages,60,5,315,Cash,Mr.,Night
5947856,10/24/2022,Aalopuri,Fastfood,20,4,74,Online,Mrs.,Midnight
483643,9/18/2022,Aalopuri,Fastfood,20,13,138,Online,Mr.,Evening
4632277,1/13/2023,Vadapav,Fastfood,60,11,453,Online,Mrs.,Afternoon
9976155,11/26/2022,Vadapav,Fastfood,25,11,297,Online,Mr.,Morning
3617720,04-03-2022,Frankie,Fastfood,25,11,413,Online,Mrs.,Night
16423942,5/25/2022,Sandwich,Fastfood,25,14,811,Cash,Mrs.,Morning
9493325,4/17/2022,Vadapav,Fastfood,25,10,334,,Mrs.,Afternoon
9658836,02-05-2023,Vadapav,Beverages,20,8,216,Cash,Mr.,Morning
16068093,09-03-2022,Sugarcane juice,Fastfood,25,13,520,Online,Mrs.,Morning
16337943,03-05-2023,Panipuri,Fastfood,20,2,196,Online,Mr.,Morning
12427053,09-07-2022,Panipuri,Fastfood,25,5,286,Online,Mrs.,Morning
654259,09-07-2022,Vadapav,Fastfood,25,6,201,Online,Mr.,Midnight
12740288,08-06-2022,Sandwich,Beverages,60,10,579,Online,Mrs.,Night
14265539,10/23/2022,Cold coffee,Fastfood,40,4,259,Online,Mrs.,Afternoon
4244762,10/14/2022,Aalopuri,Fastfood,20,13,291,Cash,Mr.,Morning
7023508,9/21/2022,Sandwich,Beverages,40,4,97,Cash,Mr.,Afternoon
13840098,2/16/2023,Frankie,Beverages,60,3,119,Online,Mr.,Night
4763184,12-12-2022,Panipuri,Beverages,50,4,165,Online,Mr.,Midnight
665172,08-10-2022,Aalopuri,Fastfood,20,15,677,,Mrs.,Morning
3691413,02-03-2023,Sandwich,Fastfood,60,15,762,Cash,Mrs.,Midnight
3625674,12-05-2022,Cold coffee,Beverages,40,11,689,Cash,Mrs.,Afternoon
9057077,7/17/2022,Sugarcane juice,Beverages,20,6,100,Online,Mr.,Morning
9034647,9/18/2022,Cold coffee,Fastfood,50,3,96,Online,Mr.,Midnight
15334237,11-06-2022,Panipuri,Fastfood,20,7,107,Cash,Mr.,Midnight
1396491,2/15/2023,Vadapav,Fastfood,20,6,254,Online,Mr.,Night
12204839,02-03-2023,Cold coffee,Beverages,40,8,458,Online,Mrs.,Midnight
16518180,12-10-2022,Vadapav,Fastfood,20,13,354,Cash,Mrs.,Evening
9838157,11-02-2022,Sugarcane juice,Fastfood,60,1,93,Online,Mr.,Midnight
13307244,07-08-2022,Cold coffee,Fastfood,60,9,445,Online,Mr.,Afternoon
11620212,2/24/2023,Cold coffee,Beverages,60,14,579,Cash,Mr.,Midnight
6711077,7/25/2022,Frankie,Beverages,25,10,340,Online,Mrs.,Afternoon
312052,11/28/2022,Sugarcane juice,Fastfood,20,2,45,Online,Mrs.,Evening
12725331,8/20/2022,Frankie,Beverages,60,10,147,Cash,Mr.,Afternoon
8431262,12/22/2022,Aalopuri,Fastfood,20,6,109,Cash,Mrs.,Morning
9108106,10/24/2022,Cold coffee,Beverages,40,8,253,Cash,Mrs.,Midnight
19471,12-05-2022,Sandwich,Fastfood,20,12,388,Cash,Mrs.,Evening
15651931,9/30/2022,Cold coffee,Fastfood,50,3,116,Cash,Mr.,Evening
13766170,06-01-2022,Sandwich,Beverages,25,6,427,Online,Mrs.,Morning
10687198,04-09-2022,Sandwich,Fastfood,25,5,275,Online,Mr.,Night
35126,10/18/2022,Vadapav,Fastfood,20,14,362,Cash,Mr.,Evening
5807368,02-11-2023,Sugarcane juice,Fastfood,60,6,262,Online,Mrs.,Midnight
13930533,8/27/2022,Panipuri,Fastfood,20,3,193,Online,Mr.,Midnight
3116910,11-02-2022,Panipuri,Fastfood,50,8,273,Cash,Mr.,Night
9766850,04-03-2022,Frankie,Beverages,60,1,110,Online,Mrs.,Midnight
13386327,08-05-2022,Sugarcane juice,Fastfood,20,14,611,Cash,Mrs.,Afternoon
14601398,02-05-2023,Cold coffee,Beverages,60,2,114,Online,Mrs.,Night
7318190,6/18/2022,Aalopuri,Fastfood,20,5,273,Online,Mrs.,Night
10563291,12/24/2022,Cold coffee,Beverages,40,12,610,Online,Mr.,Evening
10136698,9/16/2022,Cold coffee,Beverages,60,6,178,Online,Mrs.,Night
6507199,5/15/2022,Frankie,Beverages,50,10,414,,Mr.,Morning
3735773,7/30/2022,Cold coffee,Beverages,40,14,587,Online,Mrs.,Morning
1021365,03-04-2023,Sugarcane juice,Fastfood,50,11,480,Cash,Mrs.,Night
6352620,8/18/2022,Panipuri,Fastfood,20,5,212,Cash,Mrs.,Morning
7237437,12/28/2022,Sandwich,Fastfood,60,10,300,,Mr.,Evening
4554113,03-09-2023,Cold coffee,Beverages,40,3,538,Cash,Mrs.,Midnight
16286084,4/26/2022,Frankie,Beverages,25,8,161,Cash,Mr.,Midnight
3312406,1/24/2023,Vadapav,Fastfood,20,8,184,Cash,Mr.,Afternoon
5955467,12/25/2022,Cold coffee,Fastfood,40,14,612,Online,Mr.,Night
3789094,9/27/2022,Cold coffee,Beverages,40,9,228,,Mr.,Morning
4911796,2/17/2023,Vadapav,Beverages,20,10,338,Cash,Mr.,Night
11640584,1/22/2023,Vadapav,Fastfood,25,13,619,Online,Mrs.,Evening
6094971,02-08-2023,Sandwich,Fastfood,20,4,129,Online,Mrs.,Midnight
12287506,11/19/2022,Vadapav,Fastfood,50,15,577,Cash,Mrs.,Afternoon
7719802,8/15/2022,Frankie,Beverages,40,12,433,Cash,Mr.,Night
12050764,1/31/2023,Aalopuri,Fastfood,20,13,487,Cash,Mrs.,Midnight
12582030,08-06-2022,Sandwich,Beverages,40,13,823,Online,Mr.,Night
14955110,11/28/2022,Sugarcane juice,Fastfood,25,9,215,Online,Mrs.,Afternoon
14451900,03-12-2023,Sugarcane juice,Beverages,40,2,73,Online,Mrs.,Afternoon
6407739,08-07-2022,Vadapav,Fastfood,20,4,62,Cash,Mr.,Midnight
758581,10/14/2022,Frankie,Beverages,20,2,39,Online,Mrs.,Morning
16734206,11/17/2022,Vadapav,Fastfood,20,15,860,Cash,Mrs.,Evening
5694339,1/31/2023,Cold coffee,Beverages,60,8,237,Cash,Mr.,Afternoon
3257868,1/26/2023,Sugarcane juice,Fastfood,50,5,81,Cash,Mr.,Afternoon
14759148,04-04-2022,Sugarcane juice,Beverages,40,14,333,Online,Mrs.,Morning
13746864,1/18/2023,Panipuri,Fastfood,50,5,78,Online,Mrs.,Afternoon
11239481,11/14/2022,Sugarcane juice,Fastfood,25,10,334,Cash,Mrs.,Evening
6478373,02-05-2023,Panipuri,Fastfood,20,14,400,Cash,Mr.,Midnight
11405277,03-02-2023,Cold coffee,Fastfood,60,4,340,Online,Mrs.,Afternoon
13167071,06-08-2022,Aalopuri,Fastfood,20,4,36,Online,Mrs.,Morning
5074132,11-03-2022,Sandwich,Beverages,60,8,294,Online,Mrs.,Morning
3991383,03-08-2023,Vadapav,Fastfood,20,2,132,Cash,Mrs.,Night
7293863,07-02-2022,Vadapav,Fastfood,60,8,331,Cash,Mrs.,Night
15819504,8/16/2022,Cold coffee,Beverages,40,10,603,Online,Mr.,Evening
7722845,9/27/2022,Sugarcane juice,Fastfood,50,12,372,Online,Mrs.,Midnight
7971761,06-11-2022,Frankie,Fastfood,25,9,220,Online,Mrs.,Night
1469618,03-01-2023,Cold coffee,Fastfood,60,14,504,Cash,Mr.,Midnight
7940546,05-09-2022,Sugarcane juice,Fastfood,25,2,99,Cash,Mr.,Evening
6637949,02-08-2023,Cold coffee,Fastfood,60,12,466,Online,Mr.,Evening
8090440,8/22/2022,Vadapav,Fastfood,20,6,109,Online,Mrs.,Evening
7607417,10/22/2022,Sugarcane juice,Fastfood,25,8,232,Online,Mrs.,Morning
7339642,1/28/2023,Cold coffee,Beverages,40,9,560,Cash,Mrs.,Midnight
4953516,02-05-2023,Sandwich,Fastfood,25,15,739,Online,Mrs.,Evening
5850972,03-05-2023,Frankie,Fastfood,25,14,501,Cash,Mr.,Midnight
5336991,8/21/2022,Panipuri,Beverages,50,6,196,Online,Mrs.,Midnight
12284224,07-10-2022,Sugarcane juice,Fastfood,20,13,144,Online,Mr.,Afternoon
6458217,8/30/2022,Panipuri,Fastfood,50,2,95,Cash,Mrs.,Morning
9739415,01-02-2023,Cold coffee,Fastfood,40,3,130,Cash,Mr.,Evening
3474068,7/31/2022,Vadapav,Fastfood,50,4,90,Online,Mr.,Morning
1988771,05-11-2022,Sandwich,Fastfood,60,8,555,Cash,Mr.,Morning
4425389,9/19/2022,Sugarcane juice,Fastfood,20,3,38,Online,Mrs.,Evening
9697866,9/21/2022,Sandwich,Fastfood,50,13,456,,Mr.,Afternoon
1431145,2/24/2023,Sandwich,Fastfood,25,13,615,Online,Mr.,Afternoon
7041492,8/22/2022,Sugarcane juice,Fastfood,20,12,161,Cash,Mrs.,Midnight
15887723,10/26/2022,Cold coffee,Beverages,40,5,251,Online,Mr.,Evening
11266929,7/31/2022,Vadapav,Beverages,20,13,558,,Mr.,Afternoon
12535812,10/18/2022,Frankie,Fastfood,20,8,230,Online,Mr.,Night
7572838,5/27/2022,Panipuri,Beverages,50,6,208,Online,Mrs.,Night
11280009,12-08-2022,Sugarcane juice,Fastfood,20,6,216,Online,Mr.,Morning
10486453,10/24/2022,Panipuri,Fastfood,50,12,300,Online,Mr.,Evening
3288059,12/23/2022,Panipuri,Fastfood,25,5,154,Cash,Mrs.,Morning
5897002,1/21/2023,Vadapav,Fastfood,25,11,608,Cash,Mr.,Afternoon
4505086,12-01-2022,Sugarcane juice,Fastfood,25,11,488,Cash,Mr.,Morning
13387752,05-03-2022,Sandwich,Fastfood,40,12,623,Cash,Mr.,Morning
12668965,12-07-2022,Vadapav,Fastfood,20,15,675,Cash,Mrs.,Evening
9515389,08-03-2022,Vadapav,Fastfood,50,13,267,Online,Mr.,Night
4816375,09-04-2022,Sugarcane juice,Beverages,25,12,296,Online,Mr.,Evening
8854057,9/18/2022,Sandwich,Fastfood,40,14,821,Cash,Mr.,Midnight
14566300,04-08-2022,Aalopuri,Fastfood,20,11,73,Cash,Mrs.,Evening
15399528,11-08-2022,Panipuri,Fastfood,40,8,128,Cash,Mr.,Midnight
