date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
08-10-2022,Panipuri,Beverages,60,9,434,Cash,Mr.,Morning
04-09-2022,Sugarcane juice,Fastfood,50,9,180,Online,Mr.,Midnight
1/25/2023,Frankie,Fastfood,40,12,640,Cash,Mrs.,Night
11-08-2022,Sandwich,Fastfood,20,3,34,Online,Mr.,Afternoon
1/15/2023,Sugarcane juice,Beverages,50,10,264,Cash,Mr.,Midnight
12/26/2022,Cold coffee,Fastfood,25,4,399,Online,Mrs.,Evening
6/13/2022,Cold coffee,Fastfood,40,8,610,Online,Mr.,Night
11/17/2022,Aalopuri,Fastfood,20,12,388,Online,Mrs.,Afternoon
11-10-2022,Aalopuri,Fastfood,20,15,681,Cash,Mrs.,Evening
1/25/2023,Frankie,Beverages,40,11,370,Cash,Mrs.,Night
9/20/2022,Sugarcane juice,Fastfood,20,3,77,Cash,Mr.,Midnight
1/25/2023,Frankie,Fastfood,25,6,104,Online,Mrs.,Midnight
03-02-2023,Panipuri,Fastfood,20,7,113,Cash,Mr.,Midnight
02-05-2023,Sugarcane juice,Fastfood,50,15,684,Online,Mrs.,Night
7/31/2022,Aalopuri,Beverages,20,2,34,Online,Mr.,Midnight
7/25/2022,Sugarcane juice,Fastfood,25,12,721,Cash,Mr.,Evening
10/22/2022,Vadapav,Fastfood,25,14,739,Cash,Mrs.,Night
10/21/2022,Cold coffee,Beverages,40,15,714,Online,Mrs.,Afternoon
10/27/2022,Vadapav,Fastfood,20,13,383,Online,Mr.,Morning
8/27/2022,Panipuri,Beverages,50,5,166,Cash,Mrs.,Night
9/19/2022,Cold coffee,Beverages,40,2,102,Online,Mr.,Night
05-07-2022,Sandwich,Fastfood,40,3,134,Online,Mrs.,Evening
5/20/2022,Frankie,Fastfood,60,10,429,Cash,Mr.,Night
10-07-2022,Aalopuri,Fastfood,20,12,184,Online,Mrs.,Midnight
06-10-2022,Panipuri,Beverages,25,8,131,Cash,Mr.,Morning
11/25/2022,Sandwich,Fastfood,40,14,760,Online,Mrs.,Morning
10/19/2022,Sandwich,Beverages,40,13,653,Online,Mrs.,Night
7/26/2022,Sugarcane juice,Fastfood,25,15,761,Online,Mr.,Midnight
05-08-2022,Panipuri,Fastfood,20,11,435,Cash,Mrs.,Afternoon
2/26/2023,Panipuri,Fastfood,25,2,76,Online,Mr.,Night
11-05-2022,Vadapav,Fastfood,20,1,52,Online,Mrs.,Evening
10-11-2022,Frankie,Beverages,60,15,630,Cash,Mr.,Evening
12/13/2022,Sandwich,Beverages,40,10,265,Cash,Mrs.,Night
12-05-2022,Cold coffee,Beverages,50,3,139,Cash,Mr.,Evening
10-03-2022,Frankie,Fastfood,25,6,257,Cash,Mrs.,Evening
8/31/2022,Frankie,Beverages,25,10,305,Online,Mrs.,Morning
12-05-2022,Frankie,Fastfood,25,12,424,Online,Mrs.,Morning
02-07-2023,Frankie,Beverages,20,2,96,Online,Mr.,Morning
4/23/2022,Sugarcane juice,Fastfood,50,5,180,Cash,Mr.,Evening
10/26/2022,Vadapav,Beverages,20,5,98,Online,Mrs.,Night
4/22/2022,Panipuri,Beverages,25,13,402,Cash,Mr.,Morning
05-09-2022,Cold coffee,Beverages,40,15,556,Cash,Mr.,Night
10-11-2022,Aalopuri,Beverages,20,14,174,Cash,Mrs.,Night
11-03-2022,Vadapav,Fastfood,20,9,266,Cash,Mr.,Evening
1/27/2023,Cold coffee,Fastfood,40,2,229,Cash,Mr.,Evening
11-10-2022,Cold coffee,Beverages,40,4,90,Cash,Mr.,Midnight
8/31/2022,Aalopuri,Fastfood,20,3,29,Online,Mrs.,Evening
7/16/2022,Vadapav,Beverages,50,9,286,Online,Mr.,Night
06-09-2022,Panipuri,Fastfood,60,13,632,Online,Mrs.,Afternoon
05-06-2022,Aalopuri,Fastfood,20,2,26,Online,Mrs.,Midnight
11-09-2022,Cold coffee,Fastfood,40,11,640,Online,Mr.,Afternoon
11-10-2022,Vadapav,Beverages,25,10,139,Online,Mr.,Midnight
4/24/2022,Vadapav,Fastfood,20,9,289,Cash,Mrs.,Evening
04-04-2022,Sandwich,Fastfood,60,11,531,Online,Mr.,Midnight
08-04-2022,Vadapav,Fastfood,20,8,203,Cash,Mr.,Evening
01-04-2023,Aalopuri,Fastfood,20,9,90,Online,Mrs.,Midnight
2/14/2023,Panipuri,Fastfood,50,10,527,Online,Mr.,Midnight
06-07-2022,Sandwich,Fastfood,50,1,68,Cash,Mrs.,Evening
5/25/2022,Panipuri,Beverages,25,13,460,Cash,Mrs.,Morning
10/19/2022,Sandwich,Fastfood,60,12,249,Cash,Mr.,Night
3/19/2023,Panipuri,Beverages,20,5,136,Online,Mr.,Afternoon
06-06-2022,Panipuri,Fastfood,20,15,433,Cash,Mr.,Night
07-04-2022,Vadapav,Beverages,25,3,134,Online,Mrs.,Morning
6/18/2022,Cold coffee,Fastfood,60,12,311,Online,Mrs.,Midnight
8/27/2022,Cold coffee,Beverages,40,4,300,Online,Mr.,Midnight
5/26/2022,Cold coffee,Beverages,40,13,632,Cash,Mrs.,Night
6/14/2022,Sugarcane juice,Fastfood,60,2,79,Cash,Mrs.,Afternoon
04-03-2022,Aalopuri,Fastfood,20,13,180,Cash,Mr.,Morning
02-05-2023,Aalopuri,Fastfood,20,3,50,Online,Mr.,Afternoon
9/25/2022,Cold coffee,Beverages,60,14,468,Online,Mr.,Afternoon
05-03-2022,Aalopuri,Fastfood,20,6,73,Online,Mr.,Evening
04-10-2022,Sugarcane juice,Fastfood,25,11,323,Cash,Mr.,Night
1/24/2023,Cold coffee,Fastfood,60,15,772,Cash,Mr.,Night
08-06-2022,Sugarcane juice,Fastfood,60,2,112,Cash,Mr.,Midnight
12/15/2022,Frankie,Fastfood,60,10,366,Cash,Mrs.,Afternoon
3/17/2023,Frankie,Fastfood,60,14,609,Online,Mrs.,Evening
12/24/2022,Frankie,Fastfood,50,10,259,Cash,Mr.,Morning
08-09-2022,Cold coffee,Fastfood,60,12,655,Online,Mrs.,Midnight
12-12-2022,Vadapav,Beverages,60,3,227,Online,Mrs.,Evening
03-08-2023,Panipuri,Fastfood,20,11,415,Cash,Mr.,Evening
2/14/2023,Sugarcane juice,Fastfood,20,4,224,Cash,Mr.,Afternoon
10-02-2022,Cold coffee,Fastfood,60,8,224,Online,Mr.,Morning
12/23/2022,Frankie,Beverages,25,14,539,Online,Mr.,Afternoon
01-03-2023,Panipuri,Fastfood,20,9,245,Cash,Mr.,Night
06-10-2022,Cold coffee,Fastfood,50,4,169,Cash,Mr.,Afternoon
2/14/2023,Vadapav,Beverages,25,12,407,Online,Mrs.,Midnight
1/22/2023,Frankie,Fastfood,40,2,113,Online,Mr.,Afternoon
10-07-2022,Sugarcane juice,Fastfood,20,5,62,Online,Mr.,Night
12/19/2022,Sugarcane juice,Fastfood,20,5,102,Online,Mr.,Night
5/23/2022,Sandwich,Fastfood,50,15,762,Online,Mr.,Morning
4/27/2022,Sugarcane juice,Beverages,60,4,153,Online,Mrs.,Midnight
08-05-2022,Sugarcane juice,Fastfood,20,12,381,Online,Mrs.,Morning
1/28/2023,Aalopuri,Fastfood,20,3,38,Online,Mr.,Midnight
8/27/2022,Sandwich,Beverages,20,4,107,Online,Mr.,Afternoon
08-02-2022,Sugarcane juice,Fastfood,20,9,253,Online,Mrs.,Midnight
10-10-2022,Sandwich,Beverages,60,3,169,Online,Mr.,Evening
6/26/2022,Cold coffee,Fastfood,60,11,613,Online,Mrs.,Night
8/27/2022,Sugarcane juice,Fastfood,50,9,199,Cash,Mrs.,Evening
10-09-2022,Sandwich,Fastfood,20,3,63,Cash,Mrs.,Afternoon
6/13/2022,Panipuri,Beverages,25,1,37,Online,Mr.,Midnight
4/24/2022,Sugarcane juice,Beverages,60,15,630,Cash,Mr.,Midnight
7/21/2022,Frankie,Fastfood,25,8,211,Online,Mrs.,Afternoon
3/26/2023,Sandwich,Beverages,40,6,205,Online,Mr.,Morning
2/15/2023,Panipuri,Beverages,25,10,270,Online,Mr.,Afternoon
10/24/2022,Sugarcane juice,Fastfood,20,2,35,Online,Mrs.,Morning
5/25/2022,Sugarcane juice,Fastfood,20,7,130,Cash,Mr.,Morning
7/26/2022,Cold coffee,Beverages,60,13,396,Online,Mrs.,Afternoon
1/25/2023,Aalopuri,Fastfood,20,2,28,Cash,Mrs.,Evening
01-12-2023,Frankie,Fastfood,40,4,215,Online,Mrs.,Afternoon
10-09-2022,Panipuri,Fastfood,25,14,554,Cash,Mr.,Night
07-10-2022,Panipuri,Beverages,40,4,142,Online,Mrs.,Afternoon
2/16/2023,Panipuri,Beverages,50,7,260,Online,Mr.,Morning
12-05-2022,Cold coffee,Beverages,60,5,118,Cash,Mrs.,Midnight
4/26/2022,Sandwich,Fastfood,25,2,160,Cash,Mr.,Night
1/13/2023,Sandwich,Beverages,60,13,345,Online,Mrs.,Morning
2/13/2023,Sandwich,Beverages,25,6,163,Online,Mrs.,Midnight
2/27/2023,Sugarcane juice,Fastfood,20,14,477,Cash,Mr.,Morning
01-06-2023,Sugarcane juice,Fastfood,25,6,102,Online,Mr.,Night
1/13/2023,Panipuri,Fastfood,25,13,184,Online,Mr.,Afternoon
11/17/2022,Panipuri,Fastfood,20,12,481,Cash,Mrs.,Midnight
2/13/2023,Cold coffee,Fastfood,50,10,225,Cash,Mr.,Afternoon
01-05-2023,Cold coffee,Beverages,50,4,279,Cash,Mrs.,Afternoon
11/26/2022,Frankie,Fastfood,20,1,34,Online,Mr.,Morning
10-11-2022,Aalopuri,Fastfood,20,12,110,Online,Mr.,Night
9/27/2022,Aalopuri,Fastfood,20,14,113,Online,Mr.,Midnight
3/15/2023,Cold coffee,Fastfood,60,12,613,Cash,Mrs.,Evening
7/16/2022,Vadapav,Fastfood,50,7,222,Online,Mr.,Evening
7/27/2022,Sugarcane juice,Beverages,50,4,244,Cash,Mrs.,Evening
8/31/2022,Vadapav,Fastfood,25,1,46,Cash,Mrs.,Midnight
02-04-2023,Cold coffee,Fastfood,40,3,170,Cash,Mr.,Afternoon
5/20/2022,Sugarcane juice,Fastfood,20,12,340,Online,Mrs.,Evening
07-04-2022,Cold coffee,Fastfood,40,3,302,Online,Mr.,Evening
6/22/2022,Panipuri,Fastfood,50,2,43,Cash,Mr.,Midnight
2/22/2023,Cold coffee,Fastfood,40,11,650,Online,Mrs.,Afternoon
06-10-2022,Cold coffee,Fastfood,40,9,491,Online,Mr.,Night
6/30/2022,Panipuri,Fastfood,50,12,613,Online,Mr.,Evening
9/27/2022,Aalopuri,Beverages,25,12,507,Cash,Mrs.,Morning
05-08-2022,Sandwich,Fastfood,50,7,261,Online,Mrs.,Afternoon
09-12-2022,Vadapav,Fastfood,25,8,346,Cash,Mr.,Midnight
12-09-2022,Cold coffee,Fastfood,60,12,587,Cash,Mr.,Midnight
12/25/2022,Sandwich,Fastfood,60,3,165,Online,Mrs.,Midnight
5/15/2022,Sandwich,Beverages,50,15,539,Cash,Mr.,Night
12/20/2022,Sugarcane juice,Fastfood,20,15,630,Online,Mr.,Afternoon
03-02-2023,Frankie,Beverages,20,10,211,Cash,Mrs.,Evening
05-05-2022,Vadapav,Fastfood,20,12,285,Online,Mrs.,Night
02-01-2023,Vadapav,Fastfood,20,12,203,Cash,Mr.,Night
12-04-2022,Panipuri,Beverages,20,14,311,Cash,Mr.,Night
3/13/2023,Frankie,Beverages,25,12,153,Cash,Mrs.,Night
6/29/2022,Cold coffee,Beverages,40,14,729,Online,Mr.,Midnight
5/22/2022,Sandwich,Fastfood,40,15,715,Online,Mr.,Afternoon
11-12-2022,Panipuri,Beverages,20,13,340,Cash,Mrs.,Evening
10-09-2022,Cold coffee,Beverages,40,13,592,Cash,Mr.,Evening
10-07-2022,Frankie,Fastfood,25,2,89,Online,Mrs.,Night
01-03-2023,Sandwich,Fastfood,40,4,127,Cash,Mrs.,Midnight
1/16/2023,Sugarcane juice,Beverages,25,14,434,Cash,Mr.,Afternoon
7/17/2022,Cold coffee,Beverages,60,11,340,Cash,Mrs.,Afternoon
11/15/2022,Frankie,Beverages,60,2,121,Cash,Mrs.,Morning
6/25/2022,Panipuri,Fastfood,50,10,130,Online,Mr.,Morning
8/13/2022,Cold coffee,Beverages,40,3,82,Online,Mrs.,Morning
2/15/2023,Cold coffee,Fastfood,40,8,459,Online,Mr.,Morning
8/22/2022,Aalopuri,Beverages,20,2,34,Online,Mrs.,Night
2/24/2023,Frankie,Fastfood,20,14,417,Cash,Mr.,Morning
02-03-2023,Vadapav,Beverages,20,6,67,Cash,Mrs.,Midnight
10-06-2022,Aalopuri,Fastfood,20,5,31,Cash,Mr.,Night
10-03-2022,Sandwich,Fastfood,20,2,78,Cash,Mr.,Evening
01-02-2023,Sandwich,Fastfood,25,7,219,Online,Mrs.,Morning
12/13/2022,Sandwich,Fastfood,20,12,566,Cash,Mr.,Morning
3/19/2023,Cold coffee,Beverages,50,5,113,Cash,Mr.,Morning
04-04-2022,Sugarcane juice,Beverages,60,9,175,Cash,Mrs.,Afternoon
11-05-2022,Sugarcane juice,Beverages,50,5,76,Cash,Mrs.,Night
4/26/2022,Sugarcane juice,Fastfood,20,11,123,Cash,Mr.,Morning
07-11-2022,Cold coffee,Fastfood,40,5,153,Cash,Mrs.,Morning
09-12-2022,Cold coffee,Fastfood,40,5,173,Cash,Mrs.,Evening
12-12-2022,Sugarcane juice,Fastfood,25,4,124,Cash,Mrs.,Night
05-06-2022,Sandwich,Fastfood,50,6,387,Online,Mr.,Night
8/17/2022,Vadapav,Beverages,20,11,178,Cash,Mr.,Night
10/20/2022,Cold coffee,Fastfood,25,4,232,Cash,Mr.,Morning
03-08-2023,Frankie,Beverages,60,5,233,Online,Mr.,Morning
05-02-2022,Sandwich,Beverages,60,3,191,Online,Mrs.,Morning
3/26/2023,Cold coffee,Beverages,50,5,395,Cash,Mr.,Afternoon
02-07-2023,Cold coffee,Fastfood,50,6,227,Cash,Mrs.,Evening
8/30/2022,Aalopuri,Fastfood,20,8,267,Cash,Mrs.,Night
1/21/2023,Panipuri,Fastfood,25,15,622,Online,Mr.,Midnight
1/20/2023,Frankie,Beverages,20,9,351,Cash,Mr.,Morning
8/27/2022,Frankie,Fastfood,40,10,550,Cash,Mr.,Midnight
12-05-2022,Cold coffee,Fastfood,40,8,212,Online,Mr.,Night
12-04-2022,Aalopuri,Fastfood,50,11,213,Online,Mr.,Midnight
08-01-2022,Aalopuri,Fastfood,20,12,143,Cash,Mrs.,Morning
7/19/2022,Sugarcane juice,Fastfood,25,11,250,Online,Mr.,Morning
2/23/2023,Vadapav,Fastfood,20,8,213,Cash,Mr.,Midnight
1/14/2023,Aalopuri,Fastfood,20,9,147,Online,Mr.,Afternoon
11-05-2022,Frankie,Fastfood,50,10,592,Online,Mrs.,Night
3/15/2023,Aalopuri,Fastfood,20,2,84,Cash,Mr.,Night
11/18/2022,Sugarcane juice,Fastfood,20,2,29,Cash,Mr.,Morning
4/30/2022,Vadapav,Fastfood,20,11,289,Online,Mrs.,Evening
6/13/2022,Sugarcane juice,Beverages,25,4,87,Cash,Mr.,Night
10-01-2022,Frankie,Fastfood,20,2,170,Online,Mr.,Morning
07-11-2022,Vadapav,Fastfood,20,10,331,Online,Mr.,Afternoon
05-07-2022,Aalopuri,Fastfood,20,2,32,Online,Mr.,Night
2/25/2023,Cold coffee,Beverages,40,2,79,Cash,Mrs.,Night
03-05-2023,Vadapav,Fastfood,20,9,193,Cash,Mr.,Evening
6/24/2022,Cold coffee,Fastfood,40,4,271,Online,Mrs.,Afternoon
10/14/2022,Frankie,Fastfood,50,13,537,Online,Mr.,Afternoon
6/19/2022,Panipuri,Beverages,40,3,251,Cash,Mrs.,Midnight
8/18/2022,Vadapav,Fastfood,20,11,270,Online,Mrs.,Midnight
1/30/2023,Panipuri,Fastfood,25,14,389,Online,Mrs.,Afternoon
05-03-2022,Aalopuri,Fastfood,20,4,27,Online,Mr.,Midnight
6/19/2022,Cold coffee,Fastfood,40,12,474,Cash,Mrs.,Midnight
12/13/2022,Sugarcane juice,Fastfood,20,4,123,Cash,Mr.,Midnight
06-04-2022,Sandwich,Fastfood,60,14,500,Cash,Mr.,Midnight
02-06-2023,Sugarcane juice,Fastfood,50,1,31,Cash,Mrs.,Morning
01-02-2023,Panipuri,Fastfood,60,10,216,Cash,Mr.,Midnight
7/26/2022,Sandwich,Fastfood,50,14,669,Online,Mrs.,Afternoon
3/16/2023,Sandwich,Fastfood,50,12,394,Online,Mrs.,Night
05-04-2022,Aalopuri,Fastfood,20,2,42,Cash,Mr.,Morning
07-02-2022,Sandwich,Beverages,60,12,241,Online,Mr.,Midnight
11-04-2022,Sandwich,Fastfood,60,3,238,Online,Mrs.,Night
8/27/2022,Vadapav,Fastfood,20,12,300,Online,Mr.,Night
08-12-2022,Sugarcane juice,Fastfood,25,3,269,Online,Mrs.,Night
11/26/2022,Sugarcane juice,Beverages,50,13,270,Cash,Mr.,Afternoon
11/22/2022,Aalopuri,Beverages,20,5,103,Online,Mrs.,Evening
2/28/2023,Vadapav,Beverages,20,10,106,Cash,Mrs.,Night
06-06-2022,Vadapav,Fastfood,20,6,94,Cash,Mr.,Afternoon
5/19/2022,Frankie,Fastfood,20,10,470,Cash,Mrs.,Night
9/21/2022,Vadapav,Fastfood,20,9,191,Online,Mrs.,Midnight
8/30/2022,Frankie,Beverages,50,11,200,Online,Mrs.,Evening
3/15/2023,Vadapav,Fastfood,20,14,470,Online,Mrs.,Evening
11-02-2022,Aalopuri,Fastfood,20,11,108,Cash,Mr.,Afternoon
1/22/2023,Cold coffee,Beverages,60,15,761,Cash,Mr.,Morning
1/16/2023,Vadapav,Fastfood,20,14,208,Cash,Mrs.,Midnight
5/27/2022,Vadapav,Fastfood,20,10,377,Online,Mr.,Morning
05-06-2022,Cold coffee,Beverages,60,14,513,Online,Mrs.,Morning
06-11-2022,Aalopuri,Fastfood,20,5,78,Online,Mr.,Morning
01-10-2023,Cold coffee,Fastfood,60,13,581,Online,Mrs.,Morning
03-05-2023,Sugarcane juice,Fastfood,50,13,553,Online,Mrs.,Night
7/19/2022,Sugarcane juice,Fastfood,20,15,342,Cash,Mrs.,Night
1/30/2023,Vadapav,Fastfood,25,3,122,Online,Mrs.,Morning
12/25/2022,Sugarcane juice,Fastfood,25,4,218,Cash,Mrs.,Midnight
1/21/2023,Aalopuri,Fastfood,20,8,173,Cash,Mrs.,Morning
02-05-2023,Sugarcane juice,Fastfood,20,13,391,Online,Mr.,Night
01-03-2023,Cold coffee,Fastfood,40,2,379,Cash,Mrs.,Evening
5/25/2022,Sugarcane juice,Beverages,25,4,80,Online,Mr.,Night
11/16/2022,Panipuri,Beverages,25,14,573,Online,Mrs.,Night
03-05-2023,Sugarcane juice,Fastfood,20,2,132,Online,Mr.,Afternoon
10-12-2022,Sugarcane juice,Beverages,20,6,104,Cash,Mr.,Evening
11/20/2022,Cold coffee,Beverages,40,2,126,Cash,Mr.,Night
1/13/2023,Sandwich,Beverages,40,13,440,Online,Mrs.,Midnight
5/18/2022,Aalopuri,Fastfood,20,11,128,Cash,Mrs.,Midnight
08-04-2022,Vadapav,Fastfood,20,10,289,Online,Mrs.,Night
9/15/2022,Aalopuri,Fastfood,20,8,93,Online,Mr.,Morning
10-08-2022,Cold coffee,Beverages,50,6,151,Online,Mrs.,Afternoon
07-06-2022,Panipuri,Fastfood,25,1,27,Online,Mr.,Night
12/27/2022,Cold coffee,Fastfood,40,1,27,Cash,Mr.,Midnight
05-09-2022,Aalopuri,Fastfood,20,5,104,Online,Mrs.,Midnight
11-10-2022,Frankie,Beverages,50,8,420,Online,Mrs.,Night
8/17/2022,Frankie,Fastfood,25,14,516,Cash,Mr.,Midnight
10-03-2022,Vadapav,Beverages,25,14,377,Online,Mr.,Afternoon
3/16/2023,Panipuri,Beverages,25,2,50,Online,Mrs.,Evening
12-04-2022,Sandwich,Fastfood,40,6,269,Online,Mrs.,Evening
08-02-2022,Cold coffee,Beverages,60,12,579,Cash,Mr.,Afternoon
5/25/2022,Sandwich,Fastfood,20,4,179,Online,Mrs.,Morning
12-04-2022,Sandwich,Fastfood,50,13,421,Cash,Mr.,Midnight
6/30/2022,Aalopuri,Fastfood,20,6,68,Online,Mr.,Morning
10-05-2022,Cold coffee,Fastfood,60,8,385,Cash,Mrs.,Morning
3/24/2023,Cold coffee,Beverages,50,9,395,Cash,Mr.,Morning
02-06-2023,Frankie,Fastfood,50,4,104,Online,Mr.,Night
12/17/2022,Sugarcane juice,Fastfood,20,9,88,Online,Mrs.,Afternoon
2/23/2023,Sugarcane juice,Fastfood,20,8,59,Online,Mr.,Night
07-02-2022,Sandwich,Fastfood,40,7,289,Cash,Mr.,Night
6/18/2022,Frankie,Fastfood,50,13,234,Online,Mrs.,Night
2/26/2023,Cold coffee,Beverages,40,11,466,Online,Mrs.,Night
1/18/2023,Frankie,Fastfood,25,3,167,Cash,Mrs.,Afternoon
03-09-2023,Cold coffee,Beverages,60,13,551,Cash,Mr.,Afternoon
4/29/2022,Sandwich,Fastfood,25,13,262,Cash,Mr.,Night
04-07-2022,Aalopuri,Fastfood,20,8,53,Cash,Mrs.,Evening
07-04-2022,Aalopuri,Fastfood,20,2,86,Cash,Mr.,Midnight
05-07-2022,Aalopuri,Fastfood,20,2,68,Cash,Mrs.,Midnight
11/18/2022,Frankie,Fastfood,20,10,163,Online,Mr.,Morning
1/25/2023,Sandwich,Fastfood,20,10,165,Online,Mrs.,Evening
1/15/2023,Cold coffee,Fastfood,40,11,468,Online,Mrs.,Evening
02-01-2023,Frankie,Beverages,25,9,84,Cash,Mr.,Evening
7/27/2022,Sugarcane juice,Fastfood,50,1,85,Cash,Mrs.,Midnight
5/21/2022,Sandwich,Beverages,50,2,141,Online,Mr.,Midnight
2/13/2023,Vadapav,Fastfood,20,14,522,Online,Mrs.,Night
3/24/2023,Sugarcane juice,Fastfood,20,7,111,Online,Mrs.,Night
11/14/2022,Vadapav,Fastfood,20,11,123,Cash,Mr.,Night
05-07-2022,Panipuri,Fastfood,20,3,60,Online,Mrs.,Evening
10/16/2022,Sugarcane juice,Fastfood,20,12,704,Online,Mr.,Evening
5/24/2022,Sugarcane juice,Fastfood,25,7,181,Cash,Mr.,Evening
9/24/2022,Sugarcane juice,Beverages,60,14,323,Online,Mr.,Morning
1/16/2023,Sandwich,Fastfood,20,5,266,Online,Mrs.,Morning
3/19/2023,Cold coffee,Fastfood,40,3,432,Cash,Mr.,Night
04-12-2022,Frankie,Fastfood,20,10,188,Cash,Mrs.,Midnight
01-02-2023,Cold coffee,Beverages,40,12,513,Cash,Mrs.,Morning
10/17/2022,Frankie,Beverages,60,5,316,Cash,Mrs.,Morning
01-02-2023,Sugarcane juice,Beverages,25,14,188,Cash,Mr.,Morning
04-01-2022,Frankie,Fastfood,20,4,165,Online,Mrs.,Evening
12-08-2022,Frankie,Fastfood,25,4,161,Cash,Mrs.,Afternoon
08-10-2022,Panipuri,Fastfood,25,4,254,Online,Mr.,Evening
1/16/2023,Vadapav,Fastfood,20,12,449,Cash,Mr.,Night
06-12-2022,Panipuri,Fastfood,50,13,396,Cash,Mr.,Midnight
03-11-2023,Frankie,Fastfood,50,9,191,Online,Mrs.,Evening
3/27/2023,Sugarcane juice,Beverages,50,13,395,Online,Mr.,Afternoon
5/20/2022,Cold coffee,Beverages,40,11,108,Online,Mrs.,Evening
3/16/2023,Frankie,Fastfood,40,4,257,Cash,Mrs.,Evening
3/25/2023,Cold coffee,Beverages,40,11,406,Online,Mr.,Morning
8/14/2022,Frankie,Fastfood,25,8,238,Cash,Mr.,Morning
12/30/2022,Panipuri,Fastfood,50,2,184,Online,Mrs.,Morning
2/24/2023,Frankie,Beverages,50,11,262,Cash,Mrs.,Evening
03-09-2023,Frankie,Fastfood,60,10,549,Cash,Mr.,Evening
7/30/2022,Panipuri,Beverages,60,12,305,Cash,Mrs.,Night
7/22/2022,Cold coffee,Fastfood,50,13,619,Online,Mrs.,Afternoon
12/21/2022,Frankie,Beverages,60,3,111,Online,Mrs.,Morning
5/13/2022,Panipuri,Fastfood,20,9,227,Cash,Mrs.,Night
10/31/2022,Cold coffee,Fastfood,50,13,157,Cash,Mrs.,Night
08-10-2022,Sandwich,Beverages,40,3,168,Cash,Mrs.,Afternoon
02-02-2023,Sandwich,Beverages,60,10,186,Cash,Mrs.,Evening
12/19/2022,Aalopuri,Fastfood,20,10,154,Cash,Mr.,Evening
09-01-2022,Frankie,Fastfood,25,9,170,Cash,Mrs.,Evening
7/30/2022,Aalopuri,Fastfood,20,13,396,Cash,Mrs.,Midnight
2/24/2023,Aalopuri,Fastfood,20,10,391,Online,Mr.,Morning
7/17/2022,Cold coffee,Beverages,40,6,373,Cash,Mr.,Midnight
8/22/2022,Vadapav,Fastfood,25,15,502,Online,Mr.,Afternoon
02-04-2023,Frankie,Beverages,25,5,223,Online,Mr.,Night
9/20/2022,Cold coffee,Beverages,50,6,248,Online,Mr.,Midnight
6/16/2022,Cold coffee,Beverages,60,6,234,Online,Mr.,Evening
06-09-2022,Vadapav,Fastfood,50,15,709,Online,Mrs.,Afternoon
10/31/2022,Frankie,Fastfood,20,6,121,Cash,Mrs.,Night
08-10-2022,Vadapav,Fastfood,20,14,398,Cash,Mr.,Evening
04-07-2022,Sugarcane juice,Fastfood,50,13,664,Cash,Mrs.,Midnight
04-09-2022,Sandwich,Beverages,40,5,177,Online,Mr.,Afternoon
7/17/2022,Cold coffee,Fastfood,40,12,629,Cash,Mrs.,Evening
3/16/2023,Sandwich,Fastfood,25,5,163,Online,Mr.,Morning
03-02-2023,Aalopuri,Fastfood,20,8,194,Cash,Mr.,Morning
9/25/2022,Cold coffee,Beverages,60,2,43,Online,Mr.,Midnight
09-05-2022,Frankie,Beverages,25,4,234,Online,Mrs.,Afternoon
01-02-2023,Aalopuri,Beverages,20,2,33,Cash,Mr.,Afternoon
3/26/2023,Sandwich,Fastfood,20,8,464,Online,Mr.,Evening
1/16/2023,Cold coffee,Beverages,40,10,701,Cash,Mrs.,Morning
3/16/2023,Sugarcane juice,Fastfood,25,6,275,Cash,Mr.,Midnight
9/30/2022,Aalopuri,Beverages,20,13,279,Cash,Mrs.,Evening
8/13/2022,Sugarcane juice,Fastfood,25,13,515,Online,Mrs.,Night
4/17/2022,Aalopuri,Fastfood,20,8,211,Cash,Mrs.,Midnight
10-12-2022,Frankie,Fastfood,20,4,291,Cash,Mrs.,Afternoon
1/26/2023,Vadapav,Fastfood,20,7,362,Cash,Mrs.,Midnight
05-10-2022,Panipuri,Fastfood,25,2,52,Cash,Mrs.,Morning
2/13/2023,Aalopuri,Fastfood,20,9,145,Cash,Mr.,Evening
10-09-2022,Cold coffee,Beverages,20,11,557,Cash,Mrs.,Afternoon
11/18/2022,Panipuri,Beverages,20,11,214,Online,Mr.,Evening
12/27/2022,Frankie,Fastfood,25,11,262,Cash,Mr.,Midnight
11-05-2022,Vadapav,Fastfood,50,13,346,Online,Mrs.,Midnight
11-02-2022,Sandwich,Fastfood,50,9,429,Online,Mrs.,Midnight
07-11-2022,Frankie,Fastfood,20,2,46,Online,Mrs.,Midnight
6/27/2022,Sugarcane juice,Beverages,40,12,146,Online,Mr.,Night
05-03-2022,Panipuri,Beverages,20,8,156,Cash,Mr.,Morning
6/17/2022,Panipuri,Beverages,25,6,54,Cash,Mrs.,Night
08-03-2022,Panipuri,Fastfood,50,5,76,Online,Mrs.,Afternoon
12-10-2022,Vadapav,Fastfood,25,12,278,Online,Mr.,Afternoon
08-10-2022,Frankie,Fastfood,60,10,232,Online,Mrs.,Evening
10-11-2022,Sandwich,Beverages,20,8,206,Cash,Mr.,Night
5/18/2022,Vadapav,Fastfood,20,14,553,Online,Mrs.,Evening
